"","source","target","weight","type"
"3278","Chris Brown","Nicki Minaj","1","undirected"
"3279","T.I.","Charlie Wilson","1","undirected"
"3280","E-40","Jazze Pha","2","undirected"
"3281","Lil' Kim","Wiz Khalifa","1","undirected"
"3282","Bas","J. Cole","2","undirected"
"3283","Lil Lonnie","Webbie","1","undirected"
"3284","Stack Bundles","Chinx","1","undirected"
"3285","A$AP Rocky","UGK","1","undirected"
"3286","Styles P","Smoke Dza","1","undirected"
"3287","AD","The Game","3","undirected"
"3288","Lil' Kim","Diddy","1","undirected"
"3289","The Roots","John Legend","1","undirected"
"3290","Wax","Dumbfoundead","1","undirected"
"3291","AD","Ty Dolla $ign","2","undirected"
"3292","Snoop Dogg","E-40","1","undirected"
"3293","A$AP Ferg","Mama Ferg","1","undirected"
"3294","Lisa Evers","Cardi B","1","undirected"
"3295","Genio","Arcangel","2","undirected"
"3296","Yo Gotti","Rick Ross","1","undirected"
"3297","Seal","The Lonely Island","1","undirected"
"3298","Riz MC","Snow Tha Product","1","undirected"
"3299","Macklemore & Ryan Lewis","Kool Moe Dee","1","undirected"
"3300","Rick Ross","Nicki Minaj","1","undirected"
"3301","Nate Ruess","Busta Rhymes","1","undirected"
"3302","Meek Mill","DJ Mustard","1","undirected"
"3303","Cousin Fik","Stresmatic","1","undirected"
"3304","Syke 800","Marley Blu","1","undirected"
"3305","Florence Welch","Banks & Steelz","1","undirected"
"3306","2 Chainz","De La Soul","1","undirected"
"3307","DJ Drama","Mac Miller","1","undirected"
"3308","Kodak Black","French Montana","1","undirected"
"3309","G-Eazy","Chris Brown","1","undirected"
"3310","Wiz Khalifa","Diddy","1","undirected"
"3311","ShaSha","The Game","2","undirected"
"3312","ScHoolboy Q","Lance Skiiiwalker","1","undirected"
"3313","Eric C","Bizzle","1","undirected"
"3314","Original Broadway Cast of Hamilton","Okieriete Onaodowan","7","undirected"
"3315","Lil Jon","DJ Snake","1","undirected"
"3316","A$AP Rocky","Miguel","1","undirected"
"3317","Olu Dara","Nas","1","undirected"
"3318","King Chip","Riff Raff","1","undirected"
"3319","TeeCee4800","Joe Moses","1","undirected"
"3320","Young Thug","Young Butta","1","undirected"
"3321","Travis Scott","Chief Keef","1","undirected"
"3322","Pumpkinhead","Apathy","1","undirected"
"3323","Skrillex","Crystal Caines","1","undirected"
"3324","Dumbfoundead","Rafael Casal","1","undirected"
"3325","$uicideBoy$","S Dot Braddy","1","undirected"
"3326","Noni Blanco","Mozzy","1","undirected"
"3327","Bloody Jay","Trae Pound","1","undirected"
"3328","2 Chainz","DJ Khaled","1","undirected"
"3329","SZA","Isaiah Rashad","1","undirected"
"3330","J-Stock","Mick Jenkins","1","undirected"
"3331","Ink","Trae Tha Truth","2","undirected"
"3332","BJ The Chicago Kid","Styles P","1","undirected"
"3333","Shy Carter","Problem","1","undirected"
"3334","Diddy","The Game","2","undirected"
"3335","will.i.am","Ice Cube","1","undirected"
"3336","Future","Casino","1","undirected"
"3337","Pusho","Arcangel","1","undirected"
"3338","Lil Dicky","Fetty Wap","1","undirected"
"3339","Anthony Flammia","Flatbush Zombies","1","undirected"
"3340","Farruko","Cosculluela","1","undirected"
"3341","Philthy Rich","Yowda","1","undirected"
"3342","YG","Problem","2","undirected"
"3343","Wiz Khalifa","Berner","5","undirected"
"3344","Pimp C","David Banner","1","undirected"
"3345","A$AP Mob","Playboi Carti","2","undirected"
"3346","Bad Lucc","Problem","1","undirected"
"3347","Pete Rock","Dave East","1","undirected"
"3348","Yo Gotti","Nicki Minaj","1","undirected"
"3349","Leslie Odom Jr.","Jasmine Cephas-Jones","2","undirected"
"3350","Macklemore & Ryan Lewis","Grandmaster Melle Mel","1","undirected"
"3351","Fabolous","Tory Lanez","1","undirected"
"3352","Rick Ross","August Alsina","1","undirected"
"3353","Chris Brown","Ty Dolla $ign","1","undirected"
"3354","Jme","KSI","1","undirected"
"3355","Beleaf","Gracy","1","undirected"
"3356","VS","Boosie Badazz","2","undirected"
"3357","Fergie","The Game","2","undirected"
"3358","The Grouch","Atmosphere","1","undirected"
"3359","Juicy J","Kevin Gates","1","undirected"
"3360","A$AP Rocky","Yung Gleesh","1","undirected"
"3361","Curren$y","Future","1","undirected"
"3362","Tatiana Paulino","A$AP Mob","1","undirected"
"3363","JL B.Hood","Tech N9ne","1","undirected"
"3364","Bricc Baby","Sad Boy","1","undirected"
"3365","Shasha","The Game","2","undirected"
"3366","Travis Scott","Kacy Hill","1","undirected"
"3367","James Fauntleroy","Rick Ross","1","undirected"
"3368","Kendrick Lamar","Rapsody","1","undirected"
"3369","DJ Drama","T.I.","1","undirected"
"3370","Freddie Gibbs","Dave East","1","undirected"
"3371","KRS-One","DJ Premier","1","undirected"
"3372","RJ","DJ Mustard","3","undirected"
"3373","JGivens","John Givez","1","undirected"
"3374","Lil Durk","Future","1","undirected"
"3375","Cuttyboy G Dinero","Boosie Badazz","1","undirected"
"3376","Oh No","Apathy","1","undirected"
"3377","Danny from Sobrante","Dame D.O.L.L.A","2","undirected"
"3378","Jeremih","August Alsina","1","undirected"
"3379","Offset","A$AP Rocky","1","undirected"
"3380","E-40","Mike Posner","1","undirected"
"3381","ZAYN","M.I.A.","1","undirected"
"3382","Blaze Ya Dead Homie","Madrox","1","undirected"
"3383","Novelist","Skepta","1","undirected"
"3384","Singa B.","Don Trip","2","undirected"
"3385","Gucci Mane","2 Chainz","1","undirected"
"3386","Meek Mill","Guordan Banks","1","undirected"
"3387","Germ","$uicideBoy$","1","undirected"
"3388","London Jae","Tokyo Jetz","1","undirected"
"3389","De La Soul","Justin Hawkins","1","undirected"
"3390","A$Ap Ant","LightShow","1","undirected"
"3391","AV","AD","1","undirected"
"3392","Earl Sweatshirt","Ab-Soul","1","undirected"
"3393","Offset","A$AP Mob","1","undirected"
"3394","AD","Scheme","1","undirected"
"3395","RJ","Skeme","1","undirected"
"3396","Diddy","Casino","1","undirected"
"3397","I4NI","Bubba Sparxxx","1","undirected"
"3398","Ryan Bradley","Tech N9ne Collabos","1","undirected"
"3399","Snoop Dogg","De La Soul","1","undirected"
"3400","GS","Bizzle","1","undirected"
"3401","Chinx","Bynoe","1","undirected"
"3402","Tyga","Rich Homie Quan","1","undirected"
"3403","Elzhi","Skonie","1","undirected"
"3404","Ruslan","Carlene Crawford","1","undirected"
"3405","Lex the Hex Master","Boondox","1","undirected"
"3406","Skate Maloley","Dizzy Wright","1","undirected"
"3407","Hopsin","Twiztid","1","undirected"
"3408","Tiggs Da Author","Lunar C","1","undirected"
"3409","Busta Rhymes","Fabolous","1","undirected"
"3410","Philthy Rich","Freeway","1","undirected"
"3411","Lil' Kim","Styles P","1","undirected"
"3412","Tamoya Bell","D-Day","1","undirected"
"3413","Kosha Dillz","Flynt Flossy of Turquoise Jeep","1","undirected"
"3414","Lil Blood","Rich Homie Quan","1","undirected"
"3415","Tech N9ne","Txx Will","1","undirected"
"3416","Brucie B","Diddy","1","undirected"
"3417","Leslie Odom Jr.","Renee Elise Goldsberry","2","undirected"
"3418","¡MAYDAY!","Tech N9ne Collabos","1","undirected"
"3419","YG","Future","1","undirected"
"3420","BJ The Chicago Kid","Derek Minor","1","undirected"
"3421","AD","E-40","1","undirected"
"3422","Wax","Grieves","1","undirected"
"3423","Skyzoo","Joell Ortiz","1","undirected"
"3424","Lex the Hex Master","Chris Rivers","1","undirected"
"3425","Mozart La Para","DJ Luian","1","undirected"
"3426","Pusha T","Casino","1","undirected"
"3427","Berner","Atmosphere","1","undirected"
"3428","YG","Sad Boy","2","undirected"
"3429","Yams","Mos Def","1","undirected"
"3430","A$AP Rocky","Juicy J","2","undirected"
"3431","K CAMP","TeeCee4800","1","undirected"
"3432","KSI","Lunar C","1","undirected"
"3433","Ludwig Goransson","Vince Staples","1","undirected"
"3434","A$AP Mob","Wiz Khalifa","1","undirected"
"3435","G-Eazy","Ezale","1","undirected"
"3436","I4NI","The Lacs","2","undirected"
"3437","Kaz James","David Guetta","1","undirected"
"3438","King Mez","JT","2","undirected"
"3439","Social Club Misfits","Aha Gazelle","1","undirected"
"3440","Mista Cain","Chrizz Michaels","2","undirected"
"3441","Kim Manning","Atmosphere","1","undirected"
"3442","Logic","Big Sean","1","undirected"
"3443","K CAMP","DJ Mustard","1","undirected"
"3444","Phillipa Soo","Okieriete Onaodowan","1","undirected"
"3445","Lupe Fiasco","Mistah F.A.B.","1","undirected"
"3446","Skyzoo","Westside Gunn","1","undirected"
"3447","J Rosevelt","Bubba Sparxxx","1","undirected"
"3448","Common","PJ","2","undirected"
"3449","B-Real","Danny Brown","1","undirected"
"3450","Mistah F.A.B.","Paul Wall","1","undirected"
"3451","Cosculluela","Nicky Jam","2","undirected"
"3452","Thayne Jasperson","Lin-Manuel Miranda","1","undirected"
"3453","Havoc","Method Man","1","undirected"
"3454","G-Eazy","Starrah","1","undirected"
"3455","Anderson .Paak","Macklemore & Ryan Lewis","1","undirected"
"3456","Jalyn Sanders","Montana of 300","3","undirected"
"3457","Blaze Ya Dead Homie","Dj Swamp","3","undirected"
"3458","Joe Moses","Ty Dolla $ign","3","undirected"
"3459","Eric Bellinger","E-40","1","undirected"
"3460","Hard Target","The Lacs","14","undirected"
"3461","T.I.","Rick Ross","1","undirected"
"3462","Q-Tip","ShaSha","1","undirected"
"3463","Royce Da 5'9""","K-Young","1","undirected"
"3464","Jeezy","Young Thug","1","undirected"
"3465","Kuzzn Bank","Mouton","1","undirected"
"3466","Pimp C","8Ball","1","undirected"
"3467","Chrisette Michele","Derek Minor","1","undirected"
"3468","Apathy","Kappa Gamma","1","undirected"
"3469","Danny Boone","The Lacs","1","undirected"
"3470","Lookas","Flo Rida","2","undirected"
"3471","YG","Jay 305","1","undirected"
"3472","Slim Thug","Lil Keke","1","undirected"
"3473","Iamsu!","Mistah F.A.B.","2","undirected"
"3474","Paul Wall","Freeway","1","undirected"
"3475","Dumbfoundead","Chinaka Hodge","1","undirected"
"3476","MJG","8Ball","1","undirected"
"3477","Kendrick Lamar","Kobe Honeycutt","1","undirected"
"3478","E-40","Rittz","1","undirected"
"3479","Trey Songz","August Alsina","1","undirected"
"3480","YG","Mitch","1","undirected"
"3481","Hard Target","I4NI","1","undirected"
"3482","Que Tha Music","marcus wells","1","undirected"
"3483","Lil Durk","Ralo","1","undirected"
"3484","Syd","Bilal","1","undirected"
"3485","Que Tha Music","Don Chief","1","undirected"
"3486","Dr. Dre","will.i.am","2","undirected"
"3487","Candace Boyd","The Game","1","undirected"
"3488","Travis Scott","Ty Dolla $ign","1","undirected"
"3489","Agallah","Vinnie Paz","1","undirected"
"3490","Peewee Longway","Wiz Khalifa","1","undirected"
"3491","Skyzoo","Apollo Brown","15","undirected"
"3492","Jay Warren","Junior Maile","1","undirected"
"3493","D. Lylez","Trae Tha Truth","1","undirected"
"3494","Daveed Diggs","Christopher Jackson","4","undirected"
"3495","Big Sean","Travis Scott","1","undirected"
"3496","Kid Rock","Machine Gun Kelly","1","undirected"
"3497","Prozak","Krizz Kaliko","1","undirected"
"3498","Brookfield Duece","Danny from Sobrante","1","undirected"
"3499","DJ Quik","Buddy","1","undirected"
"3500","Fiend","Corner Boy P","1","undirected"
"3501","Agallah","Demoz","1","undirected"
"3502","Young Thug","Lil Durk","3","undirected"
"3503","Skeme","Yakki","1","undirected"
"3504","Ludacris","Casino","1","undirected"
"3505","DJ Khaled","Lil Wayne","1","undirected"
"3506","Philthy Rich","Paul Wall","1","undirected"
"3507","Future","Pharrell Williams","1","undirected"
"3508","Spit Gemz","Nutso","1","undirected"
"3509","Jon Rua","Anthony Ramos","1","undirected"
"3510","Paul Wall","Z-Ro","1","undirected"
"3511","Keyshia Cole","Mistah F.A.B.","1","undirected"
"3512","Masta Killa","Method Man","1","undirected"
"3513","Pimp C","Devin The Dude","1","undirected"
"3514","BJ The Chicago Kid","A$AP Rocky","1","undirected"
"3515","Sevin","Sheena","1","undirected"
"3516","Verdine White","Robin Thicke","1","undirected"
"3517","RJ","Joe Moses","2","undirected"
"3518","Sevin","Eric C","1","undirected"
"3519","B-Legit","Jazze Pha","1","undirected"
"3520","Ingrid Michaelson","The Roots","1","undirected"
"3521","Tic","Square Bizzy","1","undirected"
"3522","T.I.","Young Dolph","1","undirected"
"3523","Wiz Khalifa","Rico Love","1","undirected"
"3524","Offset","Young Scooter","1","undirected"
"3525","Cormega","The Alchemist","1","undirected"
"3526","Tony Michael","Boosie Badazz","1","undirected"
"3527","Big Scoob","Krizz Kaliko","1","undirected"
"3528","YFN Lucci","Trae Pound","1","undirected"
"3529","Wiz Khalifa","Project Pat","2","undirected"
"3530","Smoke Dza","NymLo","1","undirected"
"3531","B-Real","Paul Wall","1","undirected"
"3532","Gucci Mane","Kanye West","1","undirected"
"3533","Cartel De Santa","Bicho Ramirez","1","undirected"
"3534","Diddy","French Montana","3","undirected"
"3535","Pusha T","Royce Da 5'9""","1","undirected"
"3536","Dee-1","Bizzle","1","undirected"
"3537","Offset","Lil Yachty","1","undirected"
"3538","Kendrick Lamar","Brandy","1","undirected"
"3539","Pimp C","Drake","1","undirected"
"3540","Nengo Flow","Alexio","1","undirected"
"3541","Residente","K'NAAN","1","undirected"
"3542","Lecrae","E-40","1","undirected"
"3543","King Mez","The Game","2","undirected"
"3544","Young Gunner","Lenny Cooper","3","undirected"
"3545","Christopher Jackson","Phillipa Soo","2","undirected"
"3546","Chinx","Remo the Hitmaker","1","undirected"
"3547","Tyler, The Creator","Wiz Khalifa","1","undirected"
"3548","Mariah Carey","Rick Ross","1","undirected"
"3549","Macklemore & Ryan Lewis","DJ Premier","1","undirected"
"3550","Chaos Chaos","Watsky","1","undirected"
"3551","RJ","AD","2","undirected"
"3552","Big Scoob","Young Boss","1","undirected"
"3553","The Lonely Island","Michael Bolton","1","undirected"
"3554","Anderson .Paak","Sonyae","2","undirected"
"3555","Twiztid","Violent J","1","undirected"
"3556","Stack Bundles","Bynoe","1","undirected"
"3557","Cousin Fik","Choose Up Cheese","1","undirected"
"3558","Marsha Ambrosius","PJ","1","undirected"
"3559","Brendon Urie","Lil Dicky","1","undirected"
"3560","Ludacris","Pharrell Williams","1","undirected"
"3561","Mistah F.A.B.","Slim Thug","1","undirected"
"3562","Iamsu!","Mozzy","2","undirected"
"3563","Big K.R.I.T.","Trev Case","1","undirected"
"3564","J Rosevelt","Demun Jones","1","undirected"
"3565","YG","The Homegirl","1","undirected"
"3566","ScHoolboy Q","Kanye West","1","undirected"
"3567","Gucci Mane","DJ Khaled","1","undirected"
"3568","Lex the Hex Master","Twiztid","2","undirected"
"3569","Scheme","Mitch E-Slick","1","undirected"
"3570","Smoke Dza","Rick Ross","1","undirected"
"3571","Jay 305","Mitch E-Slick","2","undirected"
"3572","Lil Durk","Boosie Badazz","1","undirected"
"3573","Lenny Cooper","Demun Jones","1","undirected"
"3574","Young Drummer Boy","Cutthroat Season","2","undirected"
"3575","Kid Ink","Omarion","1","undirected"
"3576","YG","Macklemore & Ryan Lewis","1","undirected"
"3577","ASAP Nast","Skepta","1","undirected"
"3578","Ephraim Sykes","Original Broadway Cast of Hamilton","1","undirected"
"3579","Lil Uzi Vert","Playboi Carti","1","undirected"
"3580","B.o.B","Translee","1","undirected"
"3581","A$AP Ferg","Big Sean","1","undirected"
"3582","Skyzoo","Patty Crash","1","undirected"
"3583","Berner","Maejor","1","undirected"
"3584","Big Scoob","JL B.Hood","1","undirected"
"3585","A$AP Ferg","Lil Uzi Vert","1","undirected"
"3586","Silke","Mistah F.A.B.","1","undirected"
"3587","Slim Thug","Z-Ro","2","undirected"
"3588","J-Dawg","WatchTheDuck","1","undirected"
"3589","Pete Rock","Mac Miller","1","undirected"
"3590","Jory","Arcangel","1","undirected"
"3591","Chinaka Hodge","Watsky","1","undirected"
"3592","Renee Elise Goldsberry","Anthony Ramos","1","undirected"
"3593","Philthy Rich","Young Scooter","1","undirected"
"3594","Farruko","DJ Luian","2","undirected"
"3595","Ziggy Pockets","The Lacs","1","undirected"
"3596","David Byrne","De La Soul","1","undirected"
"3597","Cartel De Santa","Millonario","1","undirected"
"3598","Dupre'","Dame D.O.L.L.A","1","undirected"
"3599","Mobb Deep","Big Noyd","3","undirected"
"3600","B-Legit","Big Scoob","1","undirected"
"3601","Wiz Khalifa","J.R. Donato","1","undirected"
"3602","Tyler Lyon","Brotha Lynch Hung","1","undirected"
"3603","Jazzy Amra","Dave East","1","undirected"
"3604","ScHoolboy Q","Rick Ross","1","undirected"
"3605","Currensy Spitta","ScHoolboy Q","1","undirected"
"3606","Mac Miller","Njomza","2","undirected"
"3607","A$AP Ferg","A$Ap Ant","1","undirected"
"3608","Future","Bryson Tiller","1","undirected"
"3609","Marcus Stroman","Mike Stud","1","undirected"
"3610","Dom Kennedy","Smoke Dza","1","undirected"
"3611","Drake","dvsn","1","undirected"
"3612","Lunar C","Nick Brewer","1","undirected"
"3613","Savage","No Fatigue","2","undirected"
"3614","Problem","The Game","5","undirected"
"3615","Jeezy","French Montana","2","undirected"
"3616","Jeezy","Bankroll Fresh","1","undirected"
"3617","Big Sean","Betty Wright","1","undirected"
"3618","KSI","Sway","1","undirected"
"3619","Pusho","Farruko","1","undirected"
"3620","Sarah Ross","Lenny Cooper","1","undirected"
"3621","Elzhi","Smitty","1","undirected"
"3622","Phillipa Soo","Lin-Manuel Miranda","8","undirected"
"3623","Jeezy","Kodak Black","1","undirected"
"3624","Berner","Demrick","1","undirected"
"3625","B-Real","Demrick","1","undirected"
"3626","Mac Miller","CeeLo Green","2","undirected"
"3627","Nems","La Coka Nostra","1","undirected"
"3628","Sleepy D","Mozzy","2","undirected"
"3629","Ruslan","Dream Junkies","11","undirected"
"3630","Astronautalis","Lizzo","1","undirected"
"3631","Big Scoob","JL","1","undirected"
"3632","Joell Ortiz","The Roots","1","undirected"
"3633","YG","Joe Moses","2","undirected"
"3634","Quavo","Travis Scott","2","undirected"
"3635","Joe Budden","Tory Lanez","1","undirected"
"3636","The Jacka","Lex Aura","1","undirected"
"3637","Sway","Scrufizzer","1","undirected"
"3638","Moonshine Bandits","The Lacs","1","undirected"
"3639","Jay Rock","E-40","1","undirected"
"3640","Royce Da 5'9""","Tiara","1","undirected"
"3641","Kyle","Blackbear","1","undirected"
"3642","A$AP Rocky","Yams","1","undirected"
"3643","Philthy Rich","Iamsu!","1","undirected"
"3644","A$AP Rocky","Lil Wayne","1","undirected"
"3645","Social Club Misfits","Chris Batson","1","undirected"
"3646","Leslie Odom Jr.","Anthony Ramos","7","undirected"
"3647","A$Ap Ant","Lil Uzi Vert","1","undirected"
"3648","Stalley","Apollo Brown","1","undirected"
"3649","Okieriete Onaodowan","Anthony Ramos","5","undirected"
"3650","Miguel","Sia","1","undirected"
"3651","Maluma","Arcangel","1","undirected"
"3652","Movado","Chinx","1","undirected"
"3653","Noodles","Flo Rida","1","undirected"
"3654","Mistah F.A.B.","ScHoolboy Q","1","undirected"
"3655","Sleepy D","TaeDaKiid","1","undirected"
"3656","Pete Rock","theMIND","1","undirected"
"3657","Young Thug","PeeWee Roscoe","1","undirected"
"3658","DJ Drama","Skeme","3","undirected"
"3659","Derek Minor","Hollyn","1","undirected"
"3660","La Coka Nostra","Sick Jacken","2","undirected"
"3661","The Lonely Island","P!nk","1","undirected"
"3662","YV","E-40","1","undirected"
"3663","Philthy Rich","RJ","1","undirected"
"3664","Tm88","Juicy J","16","undirected"
"3665","Lil' Kim","King Los","1","undirected"
"3666","Chief Keef","Swae Lee","1","undirected"
"3667","Pouya","Shakewell","1","undirected"
"3668","Macklemore & Ryan Lewis","Chance The Rapper","1","undirected"
"3669","Nengo Flow","Genio","1","undirected"
"3670","De La Soul","Little Dragon","1","undirected"
"3671","Mista Cain","Dylan Cage","1","undirected"
"3672","A$AP Mob","Tyler, The Creator","1","undirected"
"3673","Asia Bryant","The Game","1","undirected"
"3674","RJ","Scheme","1","undirected"
"3675","Lorine Chia","The Game","1","undirected"
"3676","Apathy","Ras Kass","1","undirected"
"3677","August Alsina","Nicki Minaj","1","undirected"
"3678","Farruko","Genio","1","undirected"
"3679","Monty","Fetty Wap","9","undirected"
"3680","Mobb Deep","Crystal Johnson","1","undirected"
"3681","Curren$y","August Alsina","1","undirected"
"3682","Ariana DeBose","Sasha Hutchings","1","undirected"
"3683","Donald Glover","Vince Staples","1","undirected"
"3684","Juicy J","UGK","1","undirected"
"3685","Future","Ty Dolla $ign","3","undirected"
"3686","Macklemore & Ryan Lewis","X-Perience","2","undirected"
"3687","Lavoisier","Bizzle","1","undirected"
"3688","Quavo","DJ Mustard","1","undirected"
"3689","Prozak","Brotha Lynch Hung","1","undirected"
"3690","Macklemore & Ryan Lewis","Carla Morrison","1","undirected"
"3691","Tre Solid","B-Legit","1","undirected"
"3692","Jhene Aiko","Meek Mill","1","undirected"
"3693","Jamie Foxx","Kevin Gates","1","undirected"
"3694","Doe B","Dylan Cage","1","undirected"
"3695","Gucci Mane","Riff Raff","1","undirected"
"3696","Future","Joe Fox","1","undirected"
"3697","Casey Beathard","Big Smo","1","undirected"
"3698","Daveed Diggs","Rafael Casal","1","undirected"
"3699","Fitz","Flo Rida","1","undirected"
"3700","Payso","The Game","2","undirected"
"3701","M.I.A.","GENER8ION","1","undirected"
"3702","T.I.","Audio Push","1","undirected"
"3703","A$AP Rocky","Joe Fox","5","undirected"
"3704","King Lil G","Young Drummer Boy","3","undirected"
"3705","RJ","Rich The Kid","1","undirected"
"3706","Conway","Westside Gunn","1","undirected"
"3707","Busta Rhymes","The Game","2","undirected"
"3708","Mac Milli","C-Murder","1","undirected"
"3709","WatchTheDuck","Trae Tha Truth","1","undirected"
"3710","John Legend","Rick Ross","2","undirected"
"3711","Droop-E","E-40","1","undirected"
"3712","Daveed Diggs","Chinaka Hodge","1","undirected"
"3713","Banks & Steelz","Method Man","1","undirected"
"3714","Verdine White","Flo Rida","1","undirected"
"3715","Jon Conner","The Game","2","undirected"
"3716","Jon Rua","Leslie Odom Jr.","1","undirected"
"3717","Candace Boyd","Problem","1","undirected"
"3718","Yella","Boosie Badazz","1","undirected"
"3719","Cosculluela","O'Neill","2","undirected"
"3720","TaeDaKiid","Mozzy","1","undirected"
"3721","Dave East","Beanie Sigel","1","undirected"
"3722","Bruce Banna","Mozzy","1","undirected"
"3723","JGivens","Lecrae","1","undirected"
"3724","TWENTY88","K-Ci & JoJo","1","undirected"
"3725","Banks & Steelz","Kool Keith","1","undirected"
"3726","Syke 800","Burnt Out","1","undirected"
"3727","Wax","Chinaka Hodge","1","undirected"
"3728","CZARFACE","Meyhem Lauren","1","undirected"
"3729","Lady G","Rara","1","undirected"
"3730","Young Thug","Ralo","1","undirected"
"3731","YG","Tyga","1","undirected"
"3732","Pimp C","Juicy J","3","undirected"
"3733","Q-Tip","Shasha","1","undirected"
"3734","King Lil G","Bun B","1","undirected"
"3735","Nicamari","E-40","1","undirected"
"3736","Offset","Playboi Carti","1","undirected"
"3737","E-40","Joe Moses","1","undirected"
"3738","Pusha T","Kehlani","1","undirected"
"3739","Pete Rock","Wale","1","undirected"
"3740","21 Savage","Young Dolph","1","undirected"
"3741","Snoop Dogg","Swizz Beatz","3","undirected"
"3742","Dave East","Cam'Ron","1","undirected"
"3743","Tre Solid","E-40","1","undirected"
"3744","K.E.L.L.S.","White Dave","1","undirected"
"3745","Danny from Sobrante","Juvenile","1","undirected"
"3746","Kosha Dillz","Matisyahu","1","undirected"
"3747","June","Mozzy","5","undirected"
"3748","Kobe Honeycutt","Mistah F.A.B.","1","undirected"
"3749","Ricky Smith","Hoodie Allen","1","undirected"
"3750","Future","DJ Khaled","4","undirected"
"3751","Roscoe Dash","Trae Tha Truth","1","undirected"
"3752","DJ Drama","Dave East","1","undirected"
"3753","Young Thug","Solo Lucci","1","undirected"
"3754","Kosha Dillz","Mickey Shiloh","1","undirected"
"3755","T.I.","B. Rossi","1","undirected"
"3756","Hard Target","Racket County","14","undirected"
"3757","Kid Ink","Fetty Wap","1","undirected"
"3758","Future","Nicki Minaj","1","undirected"
"3759","21 Savage","Future","1","undirected"
"3760","DJ Khaled","Jadakiss","1","undirected"
"3761","Ag Lyonz","Bernz","1","undirected"
"3762","Wiz Khalifa","Ghost Loft","1","undirected"
"3763","21 Savage","Metro Boomin","9","undirected"
"3764","Dumbfoundead","Grieves","1","undirected"
"3765","Mobb Deep","Nas","1","undirected"
"3766","B-Real","Devin The Dude","1","undirected"
"3767","Jay Rock","ScHoolboy Q","2","undirected"
"3768","Hopsin","Katz","1","undirected"
"3769","Isaiah Rashad","Deacon Blues","1","undirected"
"3770","AD","Mitch E-Slick","2","undirected"
"3771","Meek Mill","YFN Lucci","1","undirected"
"3772","Starlito","Mista Cain","1","undirected"
"3773","Travis Scott","Lil Wayne","1","undirected"
"3774","Pimp C","Boosie Badazz","1","undirected"
"3775","LA Gun Smoke","Cutthroat Season","2","undirected"
"3776","King Lil G","Cutthroat Season","2","undirected"
"3777","Killer Mike","B. Rossi","1","undirected"
"3778","Pouya","S Dot Braddy","1","undirected"
"3779","Nipsey Hussle","Ty Dolla $ign","1","undirected"
"3780","Chinx","French Montana","1","undirected"
"3781","K CAMP","E-40","1","undirected"
"3782","A$AP Ferg","Chris Brown","1","undirected"
"3783","Philthy Rich","Sauce Twinz","1","undirected"
"3784","Sean C. Johnson","Datin","1","undirected"
"3785","A$AP Mob","Yung Gleesh","1","undirected"
"3786","Young Dolph","Gucci Mane","1","undirected"
"3787","T.I.","Trev Case","1","undirected"
"3788","Mackenzie Nicole","Big Scoob","1","undirected"
"3789","Pusha T","Rick Ross","1","undirected"
"3790","Young Thug","Young Scooter","1","undirected"
"3791","YG","Duce","1","undirected"
"3792","Chris Brown","Tory Lanez","1","undirected"
"3793","Lil Durk","Ty Dolla $ign","1","undirected"
"3794","Nikki Lactson","Slim Thug","1","undirected"
"3795","Pusha T","A$AP Rocky","1","undirected"
"3796","Deacon Blues","Kari Faux","1","undirected"
"3797","Futuristic","Karmin","1","undirected"
"3798","G-Eazy","Kehlani","1","undirected"
"3799","Tm88","Project Pat","1","undirected"
"3800","Rae Sremmurd","Bobo Swae","2","undirected"
"3801","R. Kelly","Ty Dolla $ign","1","undirected"
"3802","Casino","Pharrell Williams","1","undirected"
"3803","Boogie Man","Paul Wall","1","undirected"
"3804","Datin","Bumps Inf","2","undirected"
"3805","MC Ren","Dr. Dre","1","undirected"
"3806","King Lil G","EMC Senatra","2","undirected"
"3807","YG","Rich Homie Quan","1","undirected"
"3808","Jalyn Sanders","Talley Of 300","2","undirected"
"3809","Raphael Saadiq","Dame D.O.L.L.A","1","undirected"
"3810","Juicy J","Sage The Gemini","1","undirected"
"3811","Prozak","Tech N9ne Collabos","2","undirected"
"3812","Jamila Woods","Macklemore & Ryan Lewis","1","undirected"
"3813","Meek Mill","Ty Dolla $ign","2","undirected"
"3814","Big Scoob","Paul Wall","1","undirected"
"3815","Square Bizzy","Mak Digg","2","undirected"
"3816","Lil Uzi Vert","Marty Baller","1","undirected"
"3817","Christopher Jackson","Original Broadway Cast of Hamilton","7","undirected"
"3818","Kent Jones","Busta Rhymes","1","undirected"
"3819","Tiggs Da Author","KSI","1","undirected"
"3820","Mac Miller","Ab-Soul","1","undirected"
"3821","Sevyn Streeter","DJ Quick","1","undirected"
"3822","Buddy","JP Cali","1","undirected"
"3823","Royce Da 5'9""","Rick Ross","1","undirected"
"3824","Chris Brown","Skeme","1","undirected"
"3825","Legendvry","Clif Soulo","1","undirected"
"3826","June","Bruce Banna","1","undirected"
"3827","Shabba Wolf","Montana of 300","1","undirected"
"3828","Queen Latifah","Miguel","1","undirected"
"3829","Berner","Quez","2","undirected"
"3830","Rittz","Mike Posner","1","undirected"
"3831","Charlie Farley","Daniel Lee","1","undirected"
"3832","A$AP Rocky","Wiz Khalifa","1","undirected"
